,w_tau,w_theta,w_t,E Tau,E Theta,Tau Acceptance,Theta Acceptance,t Acceptance,Tau Estimate,Theta Estimate,Tau CI (Lower),Tau CI (Upper),Theta CI (Lower),Theta CI (Upper)
0,0.02,0.02,0.004,0.0005859018175899671,0.0007046383739181348,1.7171717171717171,2.676767676767677,0.002676767676767677,0.004116271766565995,0.0037937205484892076,0.0033922107911514635,0.004867574828651402,0.0022938119925320936,0.005237539832682459
1,0.01,0.01,0.002,0.0006227050467270708,0.000629642460656514,1.7777777777777777,2.797979797979798,0.002797979797979798,0.004001969608048004,0.003986120560613978,0.0037034267752889044,0.004308405717480761,0.0034709121331510805,0.004496634312035652
2,0.005,0.005,0.001,0.0006134129707971331,0.0006372820569539085,3.6666666666666665,6.515151515151516,0.006515151515151516,0.004033286785351417,0.0039652465311980824,0.003687258825233398,0.0043850655470821995,0.003299853757961498,0.004619762991324386
3,0.004,0.004,0.0008,0.000602986716487635,0.0006642371319173663,5.282828282828283,8.353535353535353,0.008353535353535353,0.004060564076475905,0.0038861696049773257,0.0036345068780514874,0.00450735064260721,0.003362693178964437,0.004394462760318659
4,0.003,0.003,0.0006,0.000582358650314676,0.000718476895364226,7.383838383838384,11.363636363636363,0.011363636363636359,0.004135996190624154,0.0037289941855025563,0.0036718545544835515,0.004613032556583602,0.0030789259569054266,0.004379479332095659
5,0.002,0.002,0.0004,0.0006521815388856952,0.000544437464155229,10.393939393939394,20.383838383838384,0.020383838383838383,0.0039049264026626332,0.0042877968170843255,0.003473115133515235,0.004355454837508752,0.0038571779088101923,0.0047115446574014655
6,0.001,0.001,0.0002,0.0006071365703534563,0.000649239915947447,21.565656565656564,36.55555555555556,0.036555555555555556,0.004037234244354864,0.003922366497570997,0.003425450727052006,0.00468851827864456,0.0035310894540705653,0.0043152068681184316
7,0.0008,0.0008,0.00016,0.0005895957227935307,0.0006939057086452775,26.373737373737374,43.323232323232325,0.043323232323232305,0.004096572542405453,0.0038059901169515704,0.0035247314866539434,0.004709122665780518,0.0034023993003236613,0.004186999603661016
8,0.0006,0.0006,0.00012,0.0005940907401610145,0.0006667501510292216,33.95959595959596,53.282828282828284,0.053282828282828286,0.00407264722970456,0.003879078081139448,0.0034103796682193647,0.004792248164660597,0.0035185485683674176,0.0042239643087669905
